,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
10345,-116.894,33.118,02,07,2004,yes,Amsinckia menziesii,184,POINT (-116.894 33.118),6
10346,-117.272,33.16,23,04,2004,yes,Amsinckia menziesii,114,POINT (-117.272 33.16),6
10347,-117.361,33.817,05,05,2004,yes,Amsinckia menziesii,126,POINT (-117.361 33.817),6
10348,-117.366,33.493,20,04,2004,yes,Amsinckia menziesii,111,POINT (-117.366 33.493),6
10349,-116.695,32.864,15,04,1999,yes,Amsinckia menziesii,105,POINT (-116.695 32.864),6
10350,-117.279,33.614,21,05,2003,yes,Amsinckia menziesii,141,POINT (-117.279 33.614),6
10351,-116.991,34.044,13,04,2000,yes,Amsinckia menziesii,104,POINT (-116.991 34.044),6
10352,-121.182,36.072,19,05,1998,yes,Amsinckia menziesii,139,POINT (-121.182 36.072),4
10354,-117.363,34.058,02,04,2003,yes,Amsinckia menziesii,92,POINT (-117.363 34.058),6
10355,-121.08,35.891,19,05,1998,yes,Amsinckia menziesii,139,POINT (-121.08 35.891),4
10357,-120.269,36.734,23,04,2002,yes,Amsinckia menziesii,113,POINT (-120.269 36.734),5
10358,-117.033,33.742,17,04,2001,yes,Amsinckia menziesii,107,POINT (-117.033 33.742),6
10359,-117.042,33.908,09,04,2002,yes,Amsinckia menziesii,99,POINT (-117.042 33.908),6
10360,-118.554,33.0,16,05,2001,yes,Amsinckia menziesii,136,POINT (-118.554 33),6
10361,-116.958,33.69,08,05,2001,yes,Amsinckia menziesii,128,POINT (-116.958 33.69),6
10362,-117.008,33.658,15,01,1998,yes,Amsinckia menziesii,15,POINT (-117.008 33.658),6
10363,-117.355,33.804,02,04,1986,yes,Amsinckia menziesii,92,POINT (-117.355 33.804),6
10364,-117.133,33.717,03,03,1993,yes,Amsinckia menziesii,62,POINT (-117.133 33.717),6
10365,-116.967,33.462,03,05,1996,yes,Amsinckia menziesii,124,POINT (-116.967 33.462),6
10366,-117.192,33.767,20,04,1996,yes,Amsinckia menziesii,111,POINT (-117.192 33.767),6
10367,-119.475,36.725,03,04,1997,yes,Amsinckia menziesii,93,POINT (-119.475 36.725),5
10368,-116.8,33.967,21,04,1994,yes,Amsinckia menziesii,111,POINT (-116.8 33.967),7
10369,-115.042,33.603,18,02,1998,yes,Amsinckia menziesii,49,POINT (-115.042 33.603),7
10370,-116.99,34.668,09,04,1995,yes,Amsinckia menziesii,99,POINT (-116.99 34.668),7
10371,-117.85,33.58,25,03,1997,yes,Amsinckia menziesii,84,POINT (-117.85 33.58),6
10372,-117.657,34.176,15,04,1996,yes,Amsinckia menziesii,106,POINT (-117.657 34.176),6
10373,-116.82,32.802,08,03,1987,yes,Amsinckia menziesii,67,POINT (-116.82 32.802),6
10374,-118.161,36.72,29,05,1980,yes,Amsinckia menziesii,150,POINT (-118.161 36.72),7
10375,-117.379,33.711,09,03,1986,yes,Amsinckia menziesii,68,POINT (-117.379 33.711),6
10376,-117.555,35.003,10,04,1987,yes,Amsinckia menziesii,100,POINT (-117.555 35.003),7
10377,-120.913,39.306,27,05,1988,yes,Amsinckia menziesii,148,POINT (-120.913 39.306),2
10378,-117.317,33.967,18,03,1985,yes,Amsinckia menziesii,77,POINT (-117.317 33.967),6
10381,-122.317,38.797,04,04,2015,yes,Amsinckia menziesii,94,POINT (-122.317 38.797),2
10382,-120.092,39.856,01,06,2005,yes,Amsinckia menziesii,152,POINT (-120.092 39.856),3
10383,-122.332,38.796,11,04,2015,yes,Amsinckia menziesii,101,POINT (-122.332 38.796),2
10384,-122.317,38.797,04,04,2015,yes,Amsinckia menziesii,94,POINT (-122.317 38.797),2
10385,-122.364,39.011,28,04,2000,yes,Amsinckia menziesii,119,POINT (-122.364 39.011),2
10386,-122.038,38.532,12,04,2015,yes,Amsinckia menziesii,102,POINT (-122.038 38.532),2
10387,-122.265,38.758,28,03,2005,yes,Amsinckia menziesii,87,POINT (-122.265 38.758),2
10388,-122.77,38.838,14,05,1975,yes,Amsinckia menziesii,134,POINT (-122.77 38.838),2
10389,-122.616,38.921,26,04,2014,yes,Amsinckia menziesii,116,POINT (-122.616 38.921),2
10390,-119.977,35.143,19,03,2008,yes,Amsinckia menziesii,79,POINT (-119.977 35.143),6
10391,-122.804,39.017,04,05,2013,yes,Amsinckia menziesii,124,POINT (-122.804 39.017),2
10392,-122.028,38.376,15,03,2013,yes,Amsinckia menziesii,74,POINT (-122.028 38.376),2
10393,-117.391,34.188,08,03,1997,yes,Amsinckia menziesii,67,POINT (-117.391 34.188),6
10395,-120.889,38.409,17,03,2007,yes,Amsinckia menziesii,76,POINT (-120.889 38.409),5
10396,-117.972,35.347,02,04,1969,yes,Amsinckia menziesii,92,POINT (-117.972 35.347),7
10398,-118.727,35.243,27,04,2001,yes,Amsinckia menziesii,117,POINT (-118.727 35.243),5
10399,-121.818,39.271,24,04,1982,yes,Amsinckia menziesii,114,POINT (-121.818 39.271),2
10403,-119.26,35.241,27,04,2001,yes,Amsinckia menziesii,117,POINT (-119.26 35.241),5
10404,-122.403,38.562,05,05,2012,yes,Amsinckia menziesii,126,POINT (-122.403 38.562),1
10406,-117.943,35.465,23,04,1993,yes,Amsinckia menziesii,113,POINT (-117.943 35.465),7
10408,-121.633,36.5,22,03,1996,yes,Amsinckia menziesii,82,POINT (-121.633 36.5),4
10409,-118.419,35.757,03,04,1967,yes,Amsinckia menziesii,93,POINT (-118.419 35.757),5
10410,-121.016,39.186,17,04,1994,yes,Amsinckia menziesii,107,POINT (-121.016 39.186),2
10412,-122.583,38.567,20,04,1996,yes,Amsinckia menziesii,111,POINT (-122.583 38.567),1
10413,-121.667,38.55,14,04,1996,yes,Amsinckia menziesii,105,POINT (-121.667 38.55),2
10415,-120.801,38.197,17,03,2007,yes,Amsinckia menziesii,76,POINT (-120.801 38.197),5
10416,-117.04,33.6,15,03,1997,yes,Amsinckia menziesii,74,POINT (-117.04 33.6),6
10417,-121.753,38.55,21,04,1996,yes,Amsinckia menziesii,112,POINT (-121.753 38.55),2
10418,-118.859,34.233,10,03,1978,yes,Amsinckia menziesii,69,POINT (-118.859 34.233),6
10419,-119.578,35.638,24,04,2008,yes,Amsinckia menziesii,115,POINT (-119.578 35.638),5
10420,-120.711,37.252,14,05,2008,yes,Amsinckia menziesii,135,POINT (-120.711 37.252),5
10421,-115.154,33.048,08,04,2010,yes,Amsinckia menziesii,98,POINT (-115.154 33.048),7
10422,-122.451,39.028,03,05,2009,yes,Amsinckia menziesii,123,POINT (-122.451 39.028),2
10423,-121.348,39.279,01,04,2009,yes,Amsinckia menziesii,91,POINT (-121.348 39.279),2
10424,-120.876,37.289,15,04,2008,yes,Amsinckia menziesii,106,POINT (-120.876 37.289),5
10425,-120.917,37.3,05,04,1996,yes,Amsinckia menziesii,96,POINT (-120.917 37.3),5
10426,-120.851,37.255,12,04,2004,yes,Amsinckia menziesii,103,POINT (-120.851 37.255),5
10427,-122.386,38.951,08,06,2008,yes,Amsinckia menziesii,160,POINT (-122.386 38.951),2
10428,-122.114,38.595,23,03,2007,yes,Amsinckia menziesii,82,POINT (-122.114 38.595),2
10429,-122.354,38.983,30,03,2007,yes,Amsinckia menziesii,89,POINT (-122.354 38.983),2
10430,-121.068,38.532,30,04,2005,yes,Amsinckia menziesii,120,POINT (-121.068 38.532),5
10435,-121.872,38.688,14,03,2001,yes,Amsinckia menziesii,73,POINT (-121.872 38.688),2
10436,-120.912,38.105,06,04,1973,yes,Amsinckia menziesii,96,POINT (-120.912 38.105),5
10437,-122.321,39.235,26,03,2001,yes,Amsinckia menziesii,85,POINT (-122.321 39.235),2
10438,-116.325,34.969,17,03,2010,yes,Amsinckia menziesii,76,POINT (-116.325 34.969),7
10439,-121.429,41.112,17,04,2005,yes,Amsinckia menziesii,107,POINT (-121.429 41.112),2
10440,-121.074,41.173,22,06,2008,yes,Amsinckia menziesii,174,POINT (-121.074 41.173),2
10441,-118.026,36.386,15,04,2011,yes,Amsinckia menziesii,105,POINT (-118.026 36.386),7
10442,-122.044,39.869,09,06,2011,yes,Amsinckia menziesii,160,POINT (-122.044 39.869),2
10443,-121.961,39.991,03,04,2007,yes,Amsinckia menziesii,93,POINT (-121.961 39.991),2
10444,-122.296,40.226,08,05,2007,yes,Amsinckia menziesii,128,POINT (-122.296 40.226),2
10445,-121.021,41.198,12,07,2012,yes,Amsinckia menziesii,194,POINT (-121.021 41.198),2
10446,-121.036,41.183,20,06,2008,yes,Amsinckia menziesii,172,POINT (-121.036 41.183),2
10447,-121.303,38.937,13,04,2007,yes,Amsinckia menziesii,103,POINT (-121.303 38.937),2
10448,-121.342,39.342,17,04,2007,yes,Amsinckia menziesii,107,POINT (-121.342 39.342),2
10449,-121.434,40.999,19,06,2008,yes,Amsinckia menziesii,171,POINT (-121.434 40.999),2
10451,-122.474,41.632,09,06,2005,yes,Amsinckia menziesii,160,POINT (-122.474 41.632),1
10452,-120.092,39.856,01,06,2005,yes,Amsinckia menziesii,152,POINT (-120.092 39.856),3
10453,-120.976,41.191,14,07,2016,yes,Amsinckia menziesii,196,POINT (-120.976 41.191),2
10454,-121.089,41.211,06,06,2016,yes,Amsinckia menziesii,158,POINT (-121.089 41.211),2
10455,-121.004,41.194,25,07,2013,yes,Amsinckia menziesii,206,POINT (-121.004 41.194),2
10456,-121.021,41.188,21,07,1991,yes,Amsinckia menziesii,202,POINT (-121.021 41.188),2
10457,-122.132,41.865,01,07,1993,yes,Amsinckia menziesii,182,POINT (-122.132 41.865),1
10458,-122.514,39.823,28,03,2002,yes,Amsinckia menziesii,87,POINT (-122.514 39.823),2
10459,-122.067,40.422,22,05,2003,yes,Amsinckia menziesii,142,POINT (-122.067 40.422),2
10460,-121.688,40.192,21,04,2000,yes,Amsinckia menziesii,112,POINT (-121.688 40.192),2
10461,-122.539,39.811,19,05,1998,yes,Amsinckia menziesii,139,POINT (-122.539 39.811),2
10462,-122.047,40.102,31,03,1997,yes,Amsinckia menziesii,90,POINT (-122.047 40.102),2
10463,-120.621,40.453,28,04,1969,yes,Amsinckia menziesii,118,POINT (-120.621 40.453),3
10464,-121.835,40.271,21,04,1999,yes,Amsinckia menziesii,111,POINT (-121.835 40.271),2
10465,-122.33,39.475,31,03,1999,yes,Amsinckia menziesii,90,POINT (-122.33 39.475),2
10466,-119.541,35.226,08,03,1988,yes,Amsinckia menziesii,68,POINT (-119.541 35.226),5
10467,-122.242,39.993,15,04,1996,yes,Amsinckia menziesii,106,POINT (-122.242 39.993),2
10468,-122.064,40.329,27,03,1995,yes,Amsinckia menziesii,86,POINT (-122.064 40.329),2
10469,-122.122,40.28,23,04,1996,yes,Amsinckia menziesii,114,POINT (-122.122 40.28),2
10470,-121.532,40.418,29,09,1992,yes,Amsinckia menziesii,273,POINT (-121.532 40.418),2
10471,-122.168,40.391,18,04,1991,yes,Amsinckia menziesii,108,POINT (-122.168 40.391),2
10472,-121.516,39.359,13,05,1988,yes,Amsinckia menziesii,134,POINT (-121.516 39.359),2
10473,-120.441,36.109,03,06,1986,yes,Amsinckia menziesii,154,POINT (-120.441 36.109),5
10474,-120.619,39.663,25,06,1985,yes,Amsinckia menziesii,176,POINT (-120.619 39.663),2
10475,-120.497,36.221,24,03,1986,yes,Amsinckia menziesii,83,POINT (-120.497 36.221),5
10476,-122.009,39.91,15,04,1982,yes,Amsinckia menziesii,105,POINT (-122.009 39.91),2
10477,-121.607,39.534,22,03,1981,yes,Amsinckia menziesii,81,POINT (-121.607 39.534),2
10478,-121.797,39.766,20,04,1983,yes,Amsinckia menziesii,110,POINT (-121.797 39.766),2
10479,-121.818,39.271,24,04,1982,yes,Amsinckia menziesii,114,POINT (-121.818 39.271),2
10480,-121.788,39.766,25,04,1981,yes,Amsinckia menziesii,115,POINT (-121.788 39.766),2
10481,-121.69,39.852,23,04,1971,yes,Amsinckia menziesii,113,POINT (-121.69 39.852),2
10482,-121.852,39.728,05,05,1972,yes,Amsinckia menziesii,126,POINT (-121.852 39.728),2
10483,-121.988,39.874,21,04,1982,yes,Amsinckia menziesii,111,POINT (-121.988 39.874),2
10484,-121.546,39.617,17,04,1980,yes,Amsinckia menziesii,108,POINT (-121.546 39.617),2
10485,-121.481,39.347,12,05,1980,yes,Amsinckia menziesii,133,POINT (-121.481 39.347),2
10486,-120.003,37.401,23,03,1978,yes,Amsinckia menziesii,82,POINT (-120.003 37.401),5
10488,-117.427,33.613,26,04,2010,yes,Amsinckia menziesii,116,POINT (-117.427 33.613),6
10489,-117.426,33.628,18,04,2010,yes,Amsinckia menziesii,108,POINT (-117.426 33.628),6
10490,-117.431,33.615,18,04,2010,yes,Amsinckia menziesii,108,POINT (-117.431 33.615),6
10491,-117.086,33.415,20,03,1971,yes,Amsinckia menziesii,79,POINT (-117.086 33.415),6
10492,-117.444,33.608,18,04,2009,yes,Amsinckia menziesii,108,POINT (-117.444 33.608),6
10493,-117.431,33.615,18,04,2010,yes,Amsinckia menziesii,108,POINT (-117.431 33.615),6
10494,-117.511,33.61,18,04,2010,yes,Amsinckia menziesii,108,POINT (-117.511 33.61),6
10495,-117.451,33.807,12,03,2008,yes,Amsinckia menziesii,72,POINT (-117.451 33.807),6
10496,-117.451,33.795,27,02,2008,yes,Amsinckia menziesii,58,POINT (-117.451 33.795),6
10497,-117.463,33.808,05,03,2008,yes,Amsinckia menziesii,65,POINT (-117.463 33.808),6
10498,-117.463,33.808,12,03,2008,yes,Amsinckia menziesii,72,POINT (-117.463 33.808),6
10499,-117.542,33.417,06,05,2009,yes,Amsinckia menziesii,126,POINT (-117.542 33.417),6
10500,-117.463,33.808,05,03,2008,yes,Amsinckia menziesii,65,POINT (-117.463 33.808),6
10501,-117.248,32.683,21,03,2003,yes,Amsinckia menziesii,80,POINT (-117.248 32.683),6
10502,-117.333,33.355,31,03,1992,yes,Amsinckia menziesii,91,POINT (-117.333 33.355),6
10503,-117.022,32.674,23,03,2002,yes,Amsinckia menziesii,82,POINT (-117.022 32.674),6
10504,-117.144,32.937,02,03,1991,yes,Amsinckia menziesii,61,POINT (-117.144 32.937),6
10505,-116.96,32.551,24,02,1967,yes,Amsinckia menziesii,55,POINT (-116.96 32.551),6
10519,-119.771,34.017,24,03,1982,yes,Amsinckia menziesii,83,POINT (-119.771 34.017),6
10520,-119.771,34.017,22,03,1982,yes,Amsinckia menziesii,81,POINT (-119.771 34.017),6
10521,-119.771,34.017,22,03,1978,yes,Amsinckia menziesii,81,POINT (-119.771 34.017),6
10522,-120.579,35.047,20,04,1979,yes,Amsinckia menziesii,110,POINT (-120.579 35.047),4
10523,-121.563,36.379,19,04,1980,yes,Amsinckia menziesii,110,POINT (-121.563 36.379),4
10524,-120.322,34.816,11,03,1967,yes,Amsinckia menziesii,70,POINT (-120.322 34.816),6
10525,-119.784,34.029,24,03,1982,yes,Amsinckia menziesii,83,POINT (-119.784 34.029),6
10527,-121.563,36.379,12,04,1974,yes,Amsinckia menziesii,102,POINT (-121.563 36.379),4
10528,-121.563,36.379,27,04,1980,yes,Amsinckia menziesii,118,POINT (-121.563 36.379),4
10529,-120.058,34.742,08,06,1993,yes,Amsinckia menziesii,159,POINT (-120.058 34.742),6
10530,-120.058,34.742,08,05,1993,yes,Amsinckia menziesii,128,POINT (-120.058 34.742),6
10531,-120.058,34.742,07,03,1993,yes,Amsinckia menziesii,66,POINT (-120.058 34.742),6
10532,-119.267,34.542,03,05,1986,yes,Amsinckia menziesii,123,POINT (-119.267 34.542),6
10533,-118.716,35.22,23,04,1998,yes,Amsinckia menziesii,113,POINT (-118.716 35.22),5
10534,-120.823,35.334,08,04,2014,yes,Amsinckia menziesii,98,POINT (-120.823 35.334),4
10535,-120.058,34.742,08,05,1993,yes,Amsinckia menziesii,128,POINT (-120.058 34.742),6
10536,-120.058,34.742,08,06,1993,yes,Amsinckia menziesii,159,POINT (-120.058 34.742),6
10538,-120.683,35.264,02,05,1992,yes,Amsinckia menziesii,123,POINT (-120.683 35.264),4
10539,-120.746,35.187,10,03,2016,yes,Amsinckia menziesii,70,POINT (-120.746 35.187),4
10540,-120.299,35.861,20,03,2015,yes,Amsinckia menziesii,79,POINT (-120.299 35.861),4
10542,-120.745,35.193,10,03,2016,yes,Amsinckia menziesii,70,POINT (-120.745 35.193),4
10547,-120.657,35.26,29,02,2016,yes,Amsinckia menziesii,60,POINT (-120.657 35.26),4
10548,-120.657,35.26,29,02,2016,yes,Amsinckia menziesii,60,POINT (-120.657 35.26),4
10549,-119.33,35.9,29,02,1988,yes,Amsinckia menziesii,60,POINT (-119.33 35.9),5
10550,-119.356,35.923,31,03,1988,yes,Amsinckia menziesii,91,POINT (-119.356 35.923),5
10551,-119.345,35.909,14,04,1988,yes,Amsinckia menziesii,105,POINT (-119.345 35.909),5
10552,-118.425,35.755,03,04,1967,yes,Amsinckia menziesii,93,POINT (-118.425 35.755),5
10554,-119.856,35.231,02,04,1966,yes,Amsinckia menziesii,92,POINT (-119.856 35.231),5
10555,-120.646,35.349,05,05,1967,yes,Amsinckia menziesii,125,POINT (-120.646 35.349),4
10556,-120.639,35.159,21,02,2015,yes,Amsinckia menziesii,52,POINT (-120.639 35.159),4
10557,-121.323,36.071,16,05,1994,yes,Amsinckia menziesii,136,POINT (-121.323 36.071),4
10559,-120.816,35.313,24,04,2014,yes,Amsinckia menziesii,114,POINT (-120.816 35.313),4
10560,-122.145,37.751,09,04,2004,yes,Amsinckia menziesii,100,POINT (-122.145 37.751),4
10561,-116.661,32.837,20,02,2011,yes,Amsinckia menziesii,51,POINT (-116.661 32.837),6
10562,-119.656,35.025,25,04,2005,yes,Amsinckia menziesii,115,POINT (-119.656 35.025),5
10563,-120.8,35.844,08,03,2000,yes,Amsinckia menziesii,68,POINT (-120.8 35.844),4
10564,-121.242,36.048,17,05,1995,yes,Amsinckia menziesii,137,POINT (-121.242 36.048),4
10565,-119.9,35.183,12,03,1997,yes,Amsinckia menziesii,71,POINT (-119.9 35.183),5
10566,-119.59,35.009,30,03,2005,yes,Amsinckia menziesii,89,POINT (-119.59 35.009),5
10567,-121.225,35.895,02,07,1995,yes,Amsinckia menziesii,183,POINT (-121.225 35.895),4
10568,-120.573,34.561,13,04,1995,yes,Amsinckia menziesii,103,POINT (-120.573 34.561),6
10569,-120.734,35.245,12,05,2011,yes,Amsinckia menziesii,132,POINT (-120.734 35.245),4
10570,-120.363,35.441,03,03,2012,yes,Amsinckia menziesii,63,POINT (-120.363 35.441),4
10571,-120.515,35.067,13,05,1999,yes,Amsinckia menziesii,133,POINT (-120.515 35.067),6
10572,-120.459,34.774,23,04,1993,yes,Amsinckia menziesii,113,POINT (-120.459 34.774),6
10573,-119.855,35.208,24,04,1981,yes,Amsinckia menziesii,114,POINT (-119.855 35.208),5
10574,-120.553,35.42,31,03,1985,yes,Amsinckia menziesii,90,POINT (-120.553 35.42),4
10575,-121.172,35.971,16,05,1980,yes,Amsinckia menziesii,137,POINT (-121.172 35.971),4
10576,-120.768,35.718,27,04,1999,yes,Amsinckia menziesii,117,POINT (-120.768 35.718),4
10577,-120.346,35.463,07,04,2012,yes,Amsinckia menziesii,98,POINT (-120.346 35.463),4
10578,-120.144,35.386,11,04,2008,yes,Amsinckia menziesii,102,POINT (-120.144 35.386),4
10579,-120.567,35.317,04,05,1998,yes,Amsinckia menziesii,124,POINT (-120.567 35.317),4
10580,-120.395,35.455,24,04,1981,yes,Amsinckia menziesii,114,POINT (-120.395 35.455),4
10581,-120.307,35.44,08,04,1979,yes,Amsinckia menziesii,98,POINT (-120.307 35.44),4
10583,-119.675,35.291,19,03,1978,yes,Amsinckia menziesii,78,POINT (-119.675 35.291),5
10584,-121.042,35.655,17,03,1994,yes,Amsinckia menziesii,76,POINT (-121.042 35.655),4
10585,-121.014,35.676,26,04,1980,yes,Amsinckia menziesii,117,POINT (-121.014 35.676),4
10586,-120.903,35.527,24,04,1971,yes,Amsinckia menziesii,114,POINT (-120.903 35.527),4
10588,-121.304,35.708,16,05,1981,yes,Amsinckia menziesii,136,POINT (-121.304 35.708),4
10589,-120.3,35.718,28,03,2001,yes,Amsinckia menziesii,87,POINT (-120.3 35.718),4
10590,-120.514,35.436,02,05,1982,yes,Amsinckia menziesii,122,POINT (-120.514 35.436),4
10591,-120.334,35.46,24,04,1981,yes,Amsinckia menziesii,114,POINT (-120.334 35.46),4
10593,-119.291,35.968,29,03,1966,yes,Amsinckia menziesii,88,POINT (-119.291 35.968),5
10595,-120.569,35.418,30,03,1971,yes,Amsinckia menziesii,89,POINT (-120.569 35.418),4
10604,-116.892,32.853,11,04,2007,yes,Amsinckia menziesii,101,POINT (-116.892 32.853),6
10628,-122.271,40.468,11,04,2015,yes,Amsinckia menziesii,101,POINT (-122.271 40.468),2
10800,-121.709,38.495,14,04,2010,yes,Amsinckia menziesii,104,POINT (-121.709 38.495),2
10801,-117.042,33.908,09,04,2002,yes,Amsinckia menziesii,99,POINT (-117.042 33.908),6
10802,-117.008,33.658,15,01,1998,yes,Amsinckia menziesii,15,POINT (-117.008 33.658),6
10804,-117.625,33.558,06,04,2013,yes,Amsinckia menziesii,96,POINT (-117.625 33.558),6
10806,-117.143,33.501,20,03,2010,yes,Amsinckia menziesii,79,POINT (-117.143 33.501),6
10807,-118.616,37.65,03,06,2002,yes,Amsinckia menziesii,154,POINT (-118.616 37.65),7
10808,-118.608,37.664,17,05,2000,yes,Amsinckia menziesii,138,POINT (-118.608 37.664),7
10812,-120.269,36.729,23,04,2002,yes,Amsinckia menziesii,113,POINT (-120.269 36.729),5
10813,-118.922,35.655,13,05,1998,yes,Amsinckia menziesii,133,POINT (-118.922 35.655),5
10814,-118.662,34.687,31,03,1997,yes,Amsinckia menziesii,90,POINT (-118.662 34.687),6
10815,-118.462,34.697,21,03,1997,yes,Amsinckia menziesii,80,POINT (-118.462 34.697),7
10816,-117.217,33.525,22,03,1989,yes,Amsinckia menziesii,81,POINT (-117.217 33.525),6
10818,-117.249,32.755,04,03,2012,yes,Amsinckia menziesii,64,POINT (-117.249 32.755),6
10820,-118.046,34.182,08,03,2016,yes,Amsinckia menziesii,68,POINT (-118.046 34.182),6
10821,-121.829,37.507,13,04,2013,yes,Amsinckia menziesii,103,POINT (-121.829 37.507),4
10822,-121.186,36.503,16,04,2015,yes,Amsinckia menziesii,106,POINT (-121.186 36.503),4
10823,-122.375,37.379,30,03,2015,yes,Amsinckia menziesii,89,POINT (-122.375 37.379),4
10825,-122.233,37.408,29,04,1966,yes,Amsinckia menziesii,119,POINT (-122.233 37.408),4
10828,-122.623,37.962,14,04,2016,yes,Amsinckia menziesii,105,POINT (-122.623 37.962),1
10832,-117.233,33.517,20,05,1989,yes,Amsinckia menziesii,140,POINT (-117.233 33.517),6
10833,-117.233,33.517,20,03,1989,yes,Amsinckia menziesii,79,POINT (-117.233 33.517),6
10834,-122.583,37.975,13,05,2016,yes,Amsinckia menziesii,134,POINT (-122.583 37.975),1
10843,-122.741,38.088,27,03,2015,yes,Amsinckia menziesii,86,POINT (-122.741 38.088),1
10847,-119.823,35.354,21,03,2016,yes,Amsinckia menziesii,81,POINT (-119.823 35.354),5
10850,-121.601,37.362,28,04,2014,yes,Amsinckia menziesii,118,POINT (-121.601 37.362),4
10851,-121.751,36.643,01,04,2014,yes,Amsinckia menziesii,91,POINT (-121.751 36.643),4
10852,-121.728,37.216,24,03,2014,yes,Amsinckia menziesii,83,POINT (-121.728 37.216),4
10857,-121.221,36.814,12,03,2016,yes,Amsinckia menziesii,72,POINT (-121.221 36.814),4
10858,-121.01,36.401,27,02,2016,yes,Amsinckia menziesii,58,POINT (-121.01 36.401),4
10859,-121.291,36.893,05,02,2016,yes,Amsinckia menziesii,36,POINT (-121.291 36.893),4
10860,-121.799,37.145,03,03,2013,yes,Amsinckia menziesii,62,POINT (-121.799 37.145),4
10861,-121.127,36.526,13,03,2015,yes,Amsinckia menziesii,72,POINT (-121.127 36.526),4
10862,-121.714,37.34,26,02,2015,yes,Amsinckia menziesii,57,POINT (-121.714 37.34),4
10863,-121.139,36.512,22,02,2015,yes,Amsinckia menziesii,53,POINT (-121.139 36.512),4
10865,-117.127,33.524,30,03,2001,yes,Amsinckia menziesii,89,POINT (-117.127 33.524),6
10868,-120.05,34.743,05,05,2014,yes,Amsinckia menziesii,125,POINT (-120.05 34.743),6
10873,-118.971,34.262,08,04,2016,yes,Amsinckia menziesii,99,POINT (-118.971 34.262),6
10874,-119.755,34.599,02,04,2016,yes,Amsinckia menziesii,93,POINT (-119.755 34.599),6
10875,-122.151,37.276,01,04,2011,yes,Amsinckia menziesii,91,POINT (-122.151 37.276),4
10876,-119.402,34.749,01,05,2004,yes,Amsinckia menziesii,122,POINT (-119.402 34.749),6
10878,-120.003,41.55,29,04,1989,yes,Amsinckia menziesii,119,POINT (-120.003 41.55),3
10886,-120.637,41.306,16,05,1992,yes,Amsinckia menziesii,137,POINT (-120.637 41.306),2
10890,-118.463,34.474,19,04,2014,yes,Amsinckia menziesii,109,POINT (-118.463 34.474),6
10891,-118.752,34.123,07,04,2016,yes,Amsinckia menziesii,98,POINT (-118.752 34.123),6
10892,-118.753,34.122,07,04,2016,yes,Amsinckia menziesii,98,POINT (-118.753 34.122),6
10893,-121.231,36.486,24,03,2016,yes,Amsinckia menziesii,84,POINT (-121.231 36.486),4
10894,-122.522,38.359,07,03,2016,yes,Amsinckia menziesii,67,POINT (-122.522 38.359),1
10895,-117.394,33.239,06,04,2000,yes,Amsinckia menziesii,97,POINT (-117.394 33.239),6
10896,-121.917,37.914,30,01,2016,yes,Amsinckia menziesii,30,POINT (-121.917 37.914),4
10897,-121.555,39.602,12,04,2014,yes,Amsinckia menziesii,102,POINT (-121.555 39.602),2
10898,-121.992,37.888,17,03,2015,yes,Amsinckia menziesii,76,POINT (-121.992 37.888),4
10899,-121.95,37.91,03,05,2014,yes,Amsinckia menziesii,123,POINT (-121.95 37.91),4
10900,-121.825,37.532,09,03,2015,yes,Amsinckia menziesii,68,POINT (-121.825 37.532),4
10901,-122.552,38.617,05,03,2015,yes,Amsinckia menziesii,64,POINT (-122.552 38.617),1
10902,-120.113,36.09,13,02,2015,yes,Amsinckia menziesii,44,POINT (-120.113 36.09),5
10903,-119.684,34.019,21,02,2015,yes,Amsinckia menziesii,52,POINT (-119.684 34.019),6
10904,-117.32,33.953,06,02,2015,yes,Amsinckia menziesii,37,POINT (-117.32 33.953),6
10905,-121.819,37.239,17,03,2012,yes,Amsinckia menziesii,77,POINT (-121.819 37.239),4
10906,-122.509,38.366,25,04,2009,yes,Amsinckia menziesii,115,POINT (-122.509 38.366),1
10907,-121.972,37.868,08,04,2010,yes,Amsinckia menziesii,98,POINT (-121.972 37.868),4
10908,-122.14,39.159,22,03,2001,yes,Amsinckia menziesii,81,POINT (-122.14 39.159),2
10909,-122.479,37.796,11,05,2014,yes,Amsinckia menziesii,131,POINT (-122.479 37.796),4
10910,-122.269,37.913,20,04,2014,yes,Amsinckia menziesii,110,POINT (-122.269 37.913),4
10911,-122.513,39.075,13,04,2014,yes,Amsinckia menziesii,103,POINT (-122.513 39.075),2
10912,-120.157,34.648,05,04,2014,yes,Amsinckia menziesii,95,POINT (-120.157 34.648),6
10913,-121.947,37.916,10,04,2014,yes,Amsinckia menziesii,100,POINT (-121.947 37.916),4
10914,-121.718,36.887,06,04,2014,yes,Amsinckia menziesii,96,POINT (-121.718 36.887),4
10915,-122.375,37.38,30,03,2014,yes,Amsinckia menziesii,89,POINT (-122.375 37.38),4
10916,-121.704,37.335,12,03,2014,yes,Amsinckia menziesii,71,POINT (-121.704 37.335),4
10917,-121.828,37.506,13,04,2013,yes,Amsinckia menziesii,103,POINT (-121.828 37.506),4
10918,-122.543,38.018,30,03,2013,yes,Amsinckia menziesii,89,POINT (-122.543 38.018),1
